iter	Logloss
271	0.04225422779
272	0.04197141779
273	0.04174135997
274	0.04141419551
275	0.04123080198
276	0.04082488134
277	0.04045046446
278	0.04009722957
279	0.03991326242
280	0.03957741135
281	0.03938868722
282	0.03896941511
283	0.03877353094
284	0.03848803653
285	0.03829953375
286	0.0380128413
287	0.0377358783
288	0.03734344005
289	0.03697933154
290	0.03677135367
291	0.03651607593
292	0.03628679633
293	0.03614020589
294	0.03594214728
295	0.03557179513
296	0.03531761968
297	0.03520111528
298	0.03491918399
299	0.03460113629
300	0.03432111176
301	0.03410042944
302	0.03389890931
303	0.03368119725
304	0.03336227349
305	0.03318544432
306	0.03294104228
307	0.03268378438
308	0.03253832525
309	0.03221237432
310	0.03200427852
311	0.03186102288
312	0.03158775866
313	0.03134877585
314	0.03119561825
315	0.03113226378
316	0.03100551688
317	0.03086268202
318	0.0306715794
319	0.03047582169
320	0.03027914744
321	0.03002924984
322	0.02985792782
323	0.02975049913
324	0.02947657407
325	0.02935902236
326	0.02916832043
327	0.02896783142
328	0.02877522218
329	0.02862254413
330	0.02838403026
331	0.02821796347
332	0.02805596141
333	0.02795057249
334	0.02771959688
335	0.02746162858
336	0.0272743343
337	0.02716080112
338	0.02699231244
339	0.02687941401
340	0.02667081605
341	0.02653975222
342	0.02641742036
343	0.026293692
344	0.02607047
345	0.0259238755
346	0.0258090385
347	0.02565472431
348	0.02538952801
349	0.02524195446
350	0.02509589283
351	0.02492257529
352	0.02483778078
353	0.02472539023
354	0.02451834396
355	0.02436851195
356	0.02420933416
357	0.02408817856
358	0.02397857446
359	0.02388546067
360	0.02377266468
361	0.02366496928
362	0.02352491334
363	0.0234010408
364	0.02317193482
365	0.02306276896
366	0.02292806175
367	0.02275873622
368	0.02269092219
369	0.02258785453
370	0.02246852154
371	0.02232420937
372	0.02222027961
373	0.02207343809
374	0.02196323427
375	0.02180688339
376	0.0216908549
377	0.02159122253
378	0.02147323495
379	0.02136972557
380	0.02126178147
381	0.02115710447
382	0.02101877342
383	0.02082781176
384	0.0206652901
385	0.02046933992
386	0.02037610094
387	0.02030089715
388	0.02017125174
389	0.02004284665
390	0.01994178316
391	0.01971657541
392	0.01954645659
393	0.01943615019
394	0.01932380974
395	0.01920181507
396	0.01910341856
397	0.01900524648
398	0.01892860473
399	0.01884414448
400	0.0187555024
401	0.01866571797
402	0.01859728371
403	0.01854134733
404	0.01845447802
405	0.0183391048
406	0.01813965137
407	0.01798909849
408	0.01788464481
409	0.01769404155
410	0.01759016064
411	0.01747310893
412	0.01739046157
413	0.0172642123
414	0.0171895055
415	0.01712359662
416	0.01705315992
417	0.01696173817
418	0.01687805167
419	0.01672660376
420	0.01661654704
421	0.01651938032
422	0.01645381519
423	0.01639349294
424	0.01628612161
425	0.01620167867
426	0.0161270972
427	0.01606717271
428	0.01601248329
429	0.01592724098
430	0.01581829353
431	0.01568090365
432	0.01553003522
433	0.01541870454
434	0.0153338669
435	0.01529504777
436	0.01518414898
437	0.01505221977
438	0.01493985853
439	0.01485712339
440	0.01480748982
441	0.01471739137
442	0.01464258499
443	0.01452446734
444	0.01447110387
445	0.01438656469
446	0.01430446437
447	0.01423316278
448	0.01418387674
449	0.01406267892
450	0.01399432728
451	0.01390782964
452	0.01386909049
453	0.01376003732
454	0.01367934557
455	0.01357911041
456	0.01349239574
457	0.01346811071
458	0.01339628596
459	0.01338620397
460	0.0132902089
461	0.01321157729
462	0.0131241456
463	0.01303034711
464	0.01297591155
465	0.01290165828
466	0.01283948747
467	0.01281158188
468	0.01276491487
469	0.0127229398
470	0.01268336381
471	0.01263736992
472	0.01253662221
473	0.01247519417
474	0.01239287208
475	0.01233770862
476	0.0122884581
477	0.01221933388
478	0.01216121587
479	0.01208905184
480	0.01202492731
481	0.01195393716
482	0.0118836579
483	0.01184282539
484	0.01175925027
485	0.01172704945
486	0.01164913891
487	0.011591877
488	0.0115157446
489	0.01143503534
490	0.01138553981
491	0.01134577351
492	0.01130850539
493	0.01126749605
494	0.01119881922
495	0.01112330287
496	0.01110259031
497	0.01108465834
498	0.01104969327
499	0.01098958156
